Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
S. Rojas,72,76,26,Club Nacional,Paraguay,GK,2500000,500,72,67,70,74,25,73,Adult,Average
L. Andersen,72,72,27,Aalborg BK,Denmark,"LW,ST",2500000,13000,73,68,71,74,36,56,Adult,Average
M. Cuisance,72,81,22,Venezia FC,France,"CM,CAM",5000000,4000,71,66,76,76,53,62,Young,Average
J. Dudziak,72,73,26,SpVgg Greuther Fürth,Tunisia,"CAM,CM",2800000,9000,73,62,72,77,65,66,Adult,Average
M. Chanot,72,72,32,New York City FC,Luxembourg,CB,1500000,6000,51,49,48,50,71,79,Senior,Average
A. Traoré,72,73,27,Hull City,Mali,"CAM,CM,RW",2700000,14000,78,62,73,75,61,67,Adult,Average
M. Moreno Martins,72,72,35,Club Cerro Porteño,Bolivia,ST,1000000,650,54,78,63,67,35,75,Senior,Average
Paulinho,72,76,25,Al Fayha,Brazil,CM,3200000,23000,77,64,66,77,66,71,Adult,Average
A. Pérez,72,74,28,GZT Giresunspor,Colombia,"CB,LB",2400000,11000,68,33,52,58,72,76,Adult,Average
Kauã Abranches,72,72,26,Fortaleza,Brazil,"CAM,RM,RB",2600000,11000,84,64,67,73,51,61,Adult,Average
H. Delcroix,72,78,23,RSC Anderlecht,Belgium,CB,3400000,13000,71,33,61,62,72,70,Adult,Average
Eduardo Santos,72,76,24,SK Slavia Praha,Brazil,"CB,RB",3000000,750,68,45,59,66,72,74,Adult,Average
Kim Tae Hwan,72,72,32,Ulsan Hyundai FC,Korea Republic,"RB,RWB",1600000,8000,87,53,62,67,64,80,Senior,Average
D. Alemdar,72,80,19,Stade Rennais FC,Turkey,GK,4400000,9000,71,70,69,71,38,73,Young,Average
F. Stojković,72,72,29,LASK Linz,Montenegro,"RB,CB,RWB",2100000,19000,70,42,69,66,69,77,Adult,Average
M. Eriksson,72,72,32,Djurgårdens IF,Sweden,CM,1800000,7000,51,69,75,68,53,81,Senior,Average
Portillo,72,72,32,Unión Deportiva Almería,Spain,"RM,LM",1900000,18000,64,69,74,73,55,62,Senior,Average
André Ferreira,72,77,26,Granada CF,Portugal,GK,2700000,7000,72,69,65,75,38,72,Adult,Average
Kelivelson,72,72,26,Ceará Sporting Club,Brazil,"CDM,RB,RM",2300000,10000,70,47,66,62,72,74,Adult,Average
M. Fares,72,73,26,Lazio,Algeria,"LW,LM",2800000,33000,75,63,67,75,67,68,Adult,Average
P. Ceccaroni,72,75,26,Venezia FC,Italy,CB,2700000,4000,69,30,52,54,74,72,Adult,Average
B. Cortés,72,74,27,Colo-Colo,Chile,GK,2100000,4000,73,69,71,75,48,68,Adult,Average
R. Thelander,72,72,30,Ferencvárosi TC,Denmark,CB,1900000,750,45,30,46,43,71,81,Senior,Average
E. Durm,72,72,30,1. FC Kaiserslautern,Germany,"RB,LB",2000000,9000,71,55,65,68,68,67,Senior,Average
A. Čermák,72,73,27,FC Viktoria Plzeň,Czech Republic,"CAM,CM",2700000,850,66,67,73,72,43,62,Adult,Average
L. Baker,72,73,27,Stoke City,England,"CM,CDM",2700000,21000,66,69,72,72,66,71,Adult,Average
L. Henderson,72,75,26,Empoli,Scotland,"CM,CAM,CF",3000000,9000,73,64,69,72,65,76,Adult,Average
T. Alarcón,72,81,23,Cádiz CF,Chile,"CDM,CB,CM",4900000,16000,62,52,62,61,70,73,Adult,Average
G. Burgstaller,72,72,33,SK Rapid Wien,Austria,ST,1500000,23000,59,73,66,67,39,80,Senior,Average
C. Njie,72,72,28,Demir Grup Sivasspor,Cameroon,"LW,RW,ST",2400000,15000,84,68,63,76,32,63,Adult,Average
D. Maeda,72,77,24,Celtic,Japan,"LW,ST",3500000,33000,91,73,61,70,45,69,Adult,Average
F. Mattiello,72,72,26,Go Ahead Eagles,Italy,"RB,RM,LM",2300000,7000,72,64,70,73,69,60,Adult,Average
M. Bianchetti,72,73,29,US Cremonese,Italy,CB,2200000,10000,61,35,56,59,73,74,Adult,Average
Curro Sánchez,72,73,26,Burgos CF,Spain,"RM,CAM,CM",2800000,7000,76,72,70,73,41,48,Adult,Average
S. Pedroza,72,80,23,Al Batin,Colombia,"CDM,CM",4900000,10000,71,63,70,67,69,71,Adult,Average
N. Moisander,72,72,36,Malmö FF,Finland,CB,425000,5000,45,50,68,67,74,68,Senior,Average
S. Adegbenro,72,72,26,Beijing Guoan FC,Nigeria,"ST,LW,RW",2600000,15000,90,69,62,76,39,74,Adult,Average
Leordinho Paes,72,72,22,Santos,Brazil,"CAM,LM",2800000,16000,69,64,73,73,43,54,Young,Average
J. Cabrera,72,72,30,Argentinos Juniors,Uruguay,"RM,LM,RWB",2300000,10000,73,62,67,75,51,70,Senior,Average
Kiko Olivas,72,72,33,FC Cartagena,Spain,CB,1100000,7000,46,49,60,59,73,73,Senior,Average
M. Melluso,72,78,24,Gimnasia y Esgrima La Plata,Argentina,"LB,LWB",3500000,10000,78,44,61,71,68,65,Adult,Average
J. Blaswich,72,72,31,RB Leipzig,Germany,GK,1200000,23000,71,70,67,76,43,72,Senior,Average
Talles Magno,72,84,20,New York City FC,Brazil,"LM,CF",5500000,5000,82,61,60,80,37,62,Young,Average
A. Grassi,72,73,27,Empoli,Italy,"CM,CDM",2700000,4000,64,63,70,73,67,63,Adult,Average
Josué,72,72,31,Legia Warszawa,Portugal,"CAM,CM,CF",1900000,8000,37,69,76,75,51,59,Senior,Average
J. Mensah,72,72,31,Columbus Crew,Ghana,CB,1600000,6000,61,46,56,54,70,80,Senior,Average
S. Kapino,72,74,28,DSC Arminia Bielefeld,Greece,GK,2000000,11000,73,67,66,77,41,71,Adult,Average
C. Hourihane,72,72,31,Derby County,Republic of Ireland,"CM,CDM",1900000,7000,55,68,73,69,65,72,Senior,Average
A. Cicâldău,72,75,24,Free agent,Romania,"CM,CAM",0,0,66,69,74,72,62,69,Adult,Average
Lázaro,72,85,20,Unión Deportiva Almería,Brazil,"LM,CM,RM",5500000,13000,69,58,68,73,38,59,Young,Average
T. Jantschke,72,72,32,Borussia Mönchengladbach,Germany,"CB,RB",1500000,18000,64,41,62,66,73,70,Senior,Average
Dani Raba,72,73,26,CD Leganés,Spain,"RM,RW",2800000,10000,62,71,71,73,38,56,Adult,Average
Akieme,72,79,24,Unión Deportiva Almería,Spain,"LB,LWB,LM",4500000,14000,79,44,57,69,68,70,Adult,Average
Iván Jaime,72,82,21,Futebol Clube de Famalicão,Spain,"CAM,ST,LW",5500000,6000,72,70,67,73,50,61,Young,Average
A. Linde,72,74,28,SpVgg Greuther Fürth,Sweden,GK,2000000,7000,75,68,66,75,48,73,Adult,Average
Iñaki Peña,72,81,23,FC Barcelona,Spain,GK,4500000,44000,71,67,76,72,35,71,Adult,Average
F. Lustenberger,72,72,34,BSC Young Boys,Switzerland,CB,750000,15000,39,37,58,61,73,71,Senior,Average
Sebas Couteira,72,72,22,Club Athletico Paranaense,Brazil,"CAM,RM",2800000,10000,74,62,72,74,42,52,Young,Average
Dersan Dinis,72,72,30,Palmeiras,Brazil,RW,2300000,27000,78,66,69,67,52,68,Senior,Average
B. Cufré,72,77,25,RCD Mallorca,Argentina,"LB,LM",3200000,16000,78,64,69,69,68,75,Adult,Average
Y. Bodiger,72,74,27,Granada CF,France,"CDM,CM,CAM",2500000,8000,52,58,69,66,70,74,Adult,Average
Samú Costa,72,81,21,Unión Deportiva Almería,Portugal,"CDM,CM",5000000,12000,64,63,66,67,69,73,Young,Average
Ailton Valpaços,72,72,30,São Paulo,Brazil,"CB,CDM",1900000,23000,64,58,60,63,71,76,Senior,Average
M. Rangel,72,72,31,Club Deportes Tolima,Colombia,ST,2000000,4000,54,76,59,66,36,73,Senior,Average
R. Pröpper,72,73,28,FC Twente,Netherlands,CB,2200000,10000,48,53,61,56,72,77,Adult,Average
T. Rincón,72,72,34,U.C. Sampdoria,Venezuela,"CM,CDM",1100000,14000,60,59,70,71,72,75,Senior,Average
Aurélio Buta,72,75,25,Eintracht Frankfurt,Portugal,"RM,RWB",3100000,18000,93,59,66,74,64,68,Adult,Average
Gil Dias,72,73,25,SL Benfica,Portugal,"LW,RW,LB",2800000,10000,76,66,69,75,63,66,Adult,Average
R. Donk,72,72,36,Kasimpaşa SK,Suriname,"CB,CDM",425000,7000,37,65,67,63,72,76,Senior,Average
G. Weissbeck,72,77,25,FC Sochaux-Montbéliard,France,"CAM,RM",3400000,6000,66,70,72,75,46,67,Adult,Average
J. O'Connell,72,74,28,Sheffield United,England,CB,2400000,20000,55,37,63,60,72,73,Adult,Average
T. Chandler,72,72,32,Eintracht Frankfurt,United States,"RM,RWB",1900000,19000,59,69,72,71,73,78,Senior,Average
P. Lavandeira,72,72,32,Club Alianza Lima,Uruguay,"CAM,RM,LM",1900000,850,70,73,69,71,35,59,Senior,Average
J. Stanišić,72,81,22,FC Bayern München,Croatia,"RB,CB",5000000,27000,71,39,58,64,71,69,Young,Average
Z. Ferhat,72,72,29,Aytemiz Alanyaspor,Algeria,"LM,RM",2300000,16000,80,63,70,71,31,70,Adult,Average
Fabiano Sonta,72,72,30,Fluminense,Brazil,"CB,CDM",1900000,15000,46,41,56,53,74,71,Senior,Average
R. Ábila,72,72,32,Club Atlético Colón,Argentina,ST,1900000,11000,66,71,61,70,32,78,Senior,Average
A. Hrustić,72,75,25,Hellas Verona,Australia,"CM,CDM,RM",3100000,18000,74,68,73,73,60,70,Adult,Average
D. Saba,72,72,29,Demir Grup Sivasspor,Israel,"CAM,ST",2300000,14000,78,71,70,74,29,63,Adult,Average
F. Sierralta,72,77,25,Watford,Chile,CB,3100000,26000,52,30,51,53,70,76,Adult,Average
A. Aguerre,72,72,31,Club Atlético Talleres,Argentina,GK,1200000,9000,73,71,63,74,47,72,Senior,Average
M. Bouldini,72,75,26,Levante Unión Deportiva,Morocco,ST,3100000,10000,80,71,54,69,25,76,Adult,Average
J. Le Douaron,72,76,24,Stade Brestois 29,France,"ST,LM",3400000,16000,70,70,65,71,49,73,Adult,Average
Àlex Corredera,72,75,26,CD Tenerife,Spain,"CM,CAM,RM",3000000,8000,64,65,72,71,55,67,Adult,Average
J. Duque,72,72,35,Atlético Nacional,Colombia,ST,1000000,4000,62,76,57,67,27,68,Senior,Average
R. Schmid,72,79,22,SV Werder Bremen,Austria,CAM,4800000,15000,79,64,68,78,48,55,Young,Average
I. Ugbo,72,78,23,ESTAC Troyes,Canada,ST,3700000,13000,76,70,57,69,29,69,Adult,Average
P. Drewes,72,72,29,SV Sandhausen,Germany,GK,1600000,6000,73,69,65,75,30,71,Adult,Average
Rúben Lameiras,72,72,27,Vitória de Guimarães,Portugal,RW,2500000,9000,76,69,69,76,42,62,Adult,Average
J. Ballón,72,72,34,Club Alianza Lima,Peru,"CDM,CM",800000,750,70,63,69,67,66,77,Senior,Average
A. Ciciretti,72,72,28,Ascoli,Italy,"RW,CAM",2400000,5000,81,68,71,72,40,50,Adult,Average
Juan Iglesias,72,79,23,Getafe CF,Spain,"RB,RM,RWB",4500000,15000,71,37,60,64,70,67,Adult,Average
Guerrero,72,79,24,FC Zürich,Spain,"LWB,LB,LM",4500000,11000,74,67,68,69,69,72,Adult,Average
H. Al Haydos,72,72,31,Free agent,Qatar,"RW,CAM,LW",0,0,79,65,68,75,34,46,Senior,Average
C. Borja,72,72,29,SC Braga,Colombia,LB,2100000,10000,85,50,64,69,67,73,Adult,Average
C. Espinoza,72,72,27,San Jose Earthquakes,Argentina,RM,2500000,7000,81,64,69,73,42,63,Adult,Average
N. Gaitán,72,72,34,FC Paços de Ferreira,Argentina,"CAM,CM",1100000,8000,57,70,74,74,41,46,Senior,Average
A. Barkok,72,78,24,1. FSV Mainz 05,Morocco,"CAM,CF,CM",3700000,17000,76,65,68,78,55,65,Adult,Average
L. Dickmann,72,75,25,SPAL,Italy,RB,2900000,3000,71,53,63,68,69,64,Adult,Average
A. Cadavid,72,72,36,Independiente Medellín,Colombia,CB,425000,2000,31,63,53,49,71,73,Senior,Average
K. Diks,72,75,25,F.C. København,Netherlands,"RB,LB",2900000,15000,75,57,62,70,69,76,Adult,Average
E. Amor,72,74,27,Colo-Colo,Argentina,CB,2500000,5000,51,36,47,52,70,80,Adult,Average
V. Chiricheș,72,72,32,US Cremonese,Romania,CB,1500000,9000,54,61,57,62,74,66,Senior,Average
R. Ledson,72,75,24,Preston North End,England,"CDM,CM",2900000,19000,63,56,69,66,67,74,Adult,Average
M. Rog,72,73,26,Cagliari,Croatia,"CM,CDM",2700000,4000,67,66,72,74,63,68,Adult,Average
Guto Milazar,72,72,30,Flamengo,Brazil,LB,2000000,23000,73,40,61,64,70,58,Senior,Average
F. Mura,72,77,23,Racing Club,Argentina,"RB,LB",3300000,11000,78,54,66,70,67,70,Adult,Average
V. Jemelka,72,74,27,FC Viktoria Plzeň,Czech Republic,"CB,LB",2500000,750,65,43,60,65,72,73,Adult,Average
Wallace,72,74,27,Wuhan Three Towns,Brazil,CB,2500000,13000,68,28,44,49,71,77,Adult,Average
K. Sowah,72,79,22,Club Brugge KV,Ghana,"CF,CAM,LM",4800000,17000,84,69,65,73,44,64,Young,Average
Paulinho,72,72,27,Shanghai Port FC,Brazil,"ST,CM",2500000,15000,81,71,73,76,44,67,Adult,Average
Leandro Vivenço,72,72,22,RB Bragantino,Brazil,ST,2800000,12000,75,76,59,75,30,62,Young,Average
F. Mora,72,72,28,Portland Timbers,Chile,ST,2400000,8000,78,71,55,71,27,65,Adult,Average
B. Al Ahbabi,72,72,31,Al Ain FC,United Arab Emirates,"RB,RM",1700000,900,84,51,70,71,64,53,Senior,Average
Nélson Oliveira,72,72,30,PAOK,Portugal,ST,2300000,1000,68,73,64,71,37,74,Senior,Average
T. Monconduit,72,72,31,AS Saint-Étienne,France,"CDM,CM",1600000,7000,50,57,68,66,71,74,Senior,Average
D. Banguero,72,72,32,Atlético Nacional,Colombia,LB,1600000,4000,78,58,63,62,67,80,Senior,Average
Leo Coelho,72,73,29,Club Nacional de Football,Brazil,CB,2200000,650,69,43,57,57,73,73,Adult,Average
L. Négo,72,72,31,Free agent,Hungary,"RM,RB,CM",0,0,80,67,68,71,63,67,Senior,Average
M. Barrios,72,72,31,Colorado Rapids,Colombia,"RM,ST",1900000,7000,85,66,66,75,41,54,Senior,Average
S. Lovrič,72,79,24,Udinese Calcio,Slovenia,"CM,CDM",4700000,11000,53,64,72,70,62,68,Adult,Average
S. Torrico,72,72,42,San Lorenzo de Almagro,Argentina,GK,250000,5000,66,71,72,73,39,76,Senior,Average
S. Schrijvers,72,75,25,Oud-Heverlee Leuven,Belgium,"CM,CF,ST",3100000,11000,67,72,72,73,62,63,Adult,Average
Xavi Torres,72,72,35,CD Lugo,Spain,"CDM,CB",650000,5000,59,60,69,64,69,79,Senior,Average
Luiz Júnior,72,82,21,Futebol Clube de Famalicão,Brazil,GK,4600000,4000,72,71,67,73,30,72,Young,Average
F. Bjørkan,72,77,23,Feyenoord,Norway,LB,3300000,16000,78,52,62,72,66,71,Adult,Average
B. Ndiaye,72,72,31,Adana Demirspor,Senegal,"CM,CDM",1900000,16000,82,69,68,75,70,78,Senior,Average
Jutglà,72,80,23,Club Brugge KV,Spain,"ST,LW",5000000,17000,76,72,58,76,29,74,Adult,Average
M. Lis,72,77,25,ESTAC Troyes,Poland,GK,2700000,24000,74,71,66,75,27,74,Adult,Average
Samu,72,75,26,FC Vizela,Portugal,CM,3000000,5000,73,69,69,77,58,63,Adult,Average
L. Di Plácido,72,72,28,Club Atlético Lanús,Argentina,"RB,RWB,RM",2100000,12000,86,60,63,73,65,71,Adult,Average
M. Hedges,72,72,32,FC Dallas,United States,CB,1500000,6000,41,28,51,53,71,84,Senior,Average
O. Özyakup,72,72,29,Fortuna Sittard,Turkey,"CM,CAM",2300000,12000,57,68,77,77,57,60,Adult,Average
Diego Mariño,72,72,32,Real Sporting de Gijón,Spain,GK,1200000,6000,73,71,66,75,50,68,Senior,Average
L. Da Cunha,72,78,21,OGC Nice,France,"RM,CAM,RW",3800000,20000,76,68,68,74,37,55,Young,Average
H. Barcos,72,72,38,Club Alianza Lima,Argentina,ST,800000,700,53,74,66,66,46,71,Senior,Average
N. Dussenne,72,72,30,Standard de Liège,Belgium,CB,1900000,11000,35,34,52,52,74,74,Senior,Average
R. Coetzee,72,79,25,Mamelodi Sundowns FC,South Africa,"CDM,CB",4300000,850,76,29,63,64,74,64,Adult,Average
M. Villanueva,72,72,29,Vitória de Guimarães,Venezuela,CB,2000000,8000,64,40,59,62,71,82,Adult,Average
C. Cuesta,72,79,23,KRC Genk,Colombia,CB,4400000,10000,74,28,52,64,72,75,Adult,Average
E. Bologna,72,72,40,Club Atlético Banfield,Argentina,GK,250000,5000,74,67,72,74,42,71,Senior,Average
J. Robinson,72,72,28,Sheffield United,England,"CB,LB",2000000,20000,69,41,60,61,72,74,Adult,Average
L. López,72,72,39,Club Atlético Sarmiento,Argentina,"ST,CAM",800000,8000,63,72,70,72,53,60,Senior,Average
B. Özdemir,72,76,24,Ettifaq FC,Turkey,"CDM,CM",3100000,16000,68,60,67,68,71,74,Adult,Average
C. Clark,72,72,32,Sheffield United,Republic of Ireland,CB,1500000,46000,35,51,51,54,73,71,Senior,Average
A. Ali,72,75,25,Free agent,Qatar,ST,0,0,76,74,52,64,23,69,Adult,Average
L. Cacace,72,82,21,Empoli,New Zealand,"LB,LWB",5000000,6000,80,62,65,69,66,77,Young,Average
O. Zubkov,72,73,25,Shakhtar Donetsk,Ukraine,"RW,CAM,LW",2800000,800,83,71,63,72,20,55,Adult,Average
E. Adebayo,72,76,24,Luton Town,England,ST,3400000,23000,73,71,50,68,44,79,Adult,Average
F. Tănase,72,72,27,Free agent,Romania,"CF,ST,CM",0,0,74,72,72,69,42,57,Adult,Average
L. Karius,72,72,29,Newcastle United,Germany,GK,1600000,40000,75,66,72,75,55,70,Adult,Average
A. Alvarado,72,80,23,LDU Quito,Ecuador,"LM,LW,CF",5000000,700,82,68,67,72,53,69,Adult,Average
T. Reijnders,72,77,23,AZ Alkmaar,Netherlands,CM,3500000,7000,79,68,73,75,63,68,Adult,Average
S. Dieng,72,75,27,Queens Park Rangers,Senegal,GK,2300000,18000,70,68,71,75,40,69,Adult,Average
Y. Yotún,72,72,32,Club Sporting Cristal,Peru,"CM,CDM,LM",1800000,750,62,68,74,71,65,76,Senior,Average
H. Calcaterra,72,72,33,Club Sporting Cristal,Peru,"CM,CAM",1400000,750,66,66,76,70,60,63,Senior,Average
G. Suso,72,72,31,Platense,Argentina,CB,1600000,10000,52,41,52,51,73,75,Senior,Average
D. Dąbrowski,72,72,29,Pogoń Szczecin,Poland,CDM,2000000,8000,70,56,68,66,66,81,Adult,Average
S. Byram,72,72,28,Norwich City,England,"LB,RB",2100000,29000,74,57,64,69,70,67,Adult,Average
A. Hansen,72,72,32,Rosenborg BK,Norway,GK,1200000,5000,73,70,72,74,33,72,Senior,Average
T. Walcott,72,72,33,Southampton,England,RM,1500000,35000,74,68,70,74,39,52,Senior,Average
Y. Court,72,72,32,Stade Malherbe Caen,France,"RM,LM,CAM",1900000,7000,68,65,72,72,40,70,Senior,Average
K. Asllani,72,84,20,Inter,Albania,"CDM,CM",5500000,6000,66,61,70,70,69,62,Young,Average
G. González,72,72,27,RCD Mallorca,Uruguay,"RB,RWB,RM",2300000,17000,73,43,61,65,68,71,Adult,Average
S. Beukema,72,80,23,AZ Alkmaar,Netherlands,CB,4900000,7000,66,55,55,60,72,73,Adult,Average
E. Zeballos,72,85,20,Boca Juniors,Argentina,"RW,LW",5500000,10000,85,63,66,77,31,46,Young,Average
J. Paterson,72,72,30,Swansea City,England,"LW,CM,CAM",2300000,23000,75,67,70,73,39,51,Senior,Average
H. Cuypers,72,76,25,KAA Gent,Belgium,ST,3300000,17000,75,72,64,68,26,69,Adult,Average
R. Schunke,72,72,30,Independiente del Valle,Argentina,CB,1900000,800,59,34,52,54,70,80,Senior,Average
B. Šutalo,72,79,22,Dinamo Zagreb,Croatia,CB,4400000,600,61,44,56,63,74,67,Young,Average
G. Donati,72,72,32,AC Monza,Italy,"CB,RWB",1500000,29000,66,42,63,62,72,74,Senior,Average
M. Dæhli,72,73,27,1. FC Nürnberg,Norway,CAM,2700000,10000,77,55,69,80,36,62,Adult,Average
F. Hinestroza,72,72,32,Junior FC,Colombia,"LM,RM",1900000,4000,88,63,67,73,43,66,Senior,Average
M. Wanitzek,72,72,29,Karlsruher SC,Germany,CM,2300000,12000,70,65,74,73,56,67,Adult,Average
W. Cyprien,72,73,27,FC Sion,France,"CDM,CM",2400000,4000,64,69,71,72,70,73,Adult,Average
A. Cambiaso,72,82,22,Bologna,Italy,"LWB,LM,RWB",5000000,44000,74,54,67,71,68,57,Young,Average
S. Kalu,72,75,24,Watford,Nigeria,"LM,RW",3200000,26000,85,64,67,75,34,56,Adult,Average
A. Chatzigiovanis,72,75,25,MKE Ankaragücü,Greece,RW,3100000,12000,81,65,68,74,36,61,Adult,Average
V. Shepelev,72,76,25,Dynamo Kyiv,Ukraine,"CM,CDM",3200000,750,64,63,64,69,65,62,Adult,Average
Um Won Sang,72,80,23,Ulsan Hyundai FC,Korea Republic,"RW,ST,RM",5000000,9000,93,66,58,74,38,67,Adult,Average
B. Dack,72,72,28,Blackburn Rovers,England,"CAM,CM",2400000,31000,70,70,71,75,53,71,Adult,Average
W. Reid,72,72,33,Free agent,New Zealand,CB,0,0,53,51,45,47,74,69,Senior,Average
M. Benassi,72,72,27,Fiorentina,Italy,CM,2500000,33000,54,70,71,75,70,66,Adult,Average
A. Matějů,72,72,26,Palermo,Czech Republic,RB,2300000,4000,73,49,64,68,71,78,Adult,Average
M. Estève,72,82,20,Montpellier Hérault SC,France,CB,4800000,11000,67,33,51,54,72,75,Young,Average
F. Maouassa,72,75,23,Montpellier Hérault SC,France,LB,3000000,14000,78,64,70,74,67,74,Adult,Average
I. Sosa,72,72,35,CD Everton de Viña del Mar,Argentina,"ST,CAM,LW",1000000,3000,75,72,69,72,45,71,Senior,Average
M. Castagnetti,72,72,32,US Cremonese,Italy,"CDM,CM",1600000,9000,57,70,68,68,69,76,Senior,Average
R. Insigne,72,72,28,Frosinone,Italy,"RW,RM",2400000,4000,82,65,71,74,27,40,Adult,Average
P. Rubio,72,72,33,Deportivo Ñublense,Chile,"ST,LW",1500000,7000,72,71,62,70,27,75,Senior,Average
E. Cömert,72,78,24,Valencia CF,Switzerland,CB,3400000,18000,74,49,59,56,70,76,Adult,Average
L. Cháves,72,73,26,Club Atlético Huracán,Argentina,GK,2100000,8000,75,68,67,72,49,72,Adult,Average
Á. Nagy,72,74,27,Pisa,Hungary,"CDM,CM",2500000,4000,68,54,70,73,69,61,Adult,Average
S. Memišević,72,72,28,Beijing Guoan FC,Bosnia and Herzegovina,"CB,CM,CDM",2000000,14000,59,50,55,62,69,86,Adult,Average
K. Thorstvedt,72,79,23,U.S. Sassuolo Calcio,Norway,"CAM,CM",4700000,19000,63,72,69,72,66,80,Adult,Average
M. Ishak,72,72,29,Lech Poznań,Sweden,ST,2300000,9000,72,73,57,65,38,79,Adult,Average
Dani Ojeda,72,72,27,SD Ponferradina,Spain,"RM,LM,CAM",2500000,8000,74,67,67,73,41,63,Adult,Average
Jeong Woo Yeong,72,77,22,Sport-Club Freiburg,Korea Republic,"CF,CAM",3600000,18000,82,63,66,77,36,63,Young,Average
S. Moharrami,72,74,26,Dinamo Zagreb,Iran,"RB,RM",2700000,700,80,30,59,68,70,60,Adult,Average
Y. Maçon,72,78,23,AS Saint-Étienne,France,"RB,RWB,LB",3500000,6000,88,50,61,72,65,72,Adult,Average
J. Souttar,72,76,25,Rangers FC,Scotland,CB,2900000,30000,66,44,58,64,71,74,Adult,Average
A. Franco,72,78,25,Atlanta United,Argentina,CB,3300000,6000,59,34,56,66,71,78,Adult,Average
M. Grüll,72,77,23,SK Rapid Wien,Austria,"LM,ST",3500000,18000,86,70,65,74,32,67,Adult,Average
Heitor Gesse,72,72,26,Clube Atlético Mineiro,Brazil,LB,2300000,22000,78,55,66,64,69,61,Adult,Average
J. Gelhardt,72,87,20,Leeds United,England,"ST,CAM",5500000,22000,75,72,61,77,28,70,Young,Average
T. Moffi,72,78,23,FC Lorient,Nigeria,ST,3700000,13000,72,72,53,68,24,74,Adult,Average
L. Crisetig,72,72,29,Urbs Reggina 1914,Italy,"CDM,CM",2000000,3000,49,58,68,70,69,74,Adult,Average
A. Mowatt,72,72,27,Middlesbrough,England,"CM,CDM",2500000,24000,56,69,72,70,64,73,Adult,Average
P. Pérez,72,72,36,Newell's Old Boys,Argentina,"CM,CDM",750000,9000,54,66,73,71,70,75,Senior,Average
João Bardinho,72,72,26,América Futebol Clube,Brazil,"LB,RB",2300000,12000,71,58,71,73,68,62,Adult,Average
V. Berisha,72,72,29,Melbourne City FC,Kosovo,"CM,CDM",2300000,18000,68,67,70,75,58,76,Adult,Average
Igor Paixão,72,82,22,Feyenoord,Brazil,"LW,RW",5500000,8000,80,60,67,78,30,61,Young,Average
Y. Cabrera,72,72,31,Junior FC,Colombia,"CAM,CM",1900000,4000,75,65,69,77,50,49,Senior,Average
B. Osborn,72,72,27,Sheffield United,England,"LWB,LM,CM",2300000,19000,71,65,71,72,65,60,Adult,Average
N. Eliasson,72,73,26,AEK Athens,Sweden,"LM,LWB",2800000,950,88,60,68,75,38,56,Adult,Average
Y. Salmier,72,73,29,ESTAC Troyes,France,CB,2200000,13000,37,28,45,52,72,80,Adult,Average
Calegarcinho,72,72,38,Fortaleza,Brazil,"ST,CAM",800000,9000,66,70,62,65,25,70,Senior,Average
Sacramentinho,72,72,38,Clube Atlético Mineiro,Brazil,GK,250000,11000,74,68,72,71,45,74,Senior,Average
Caio Milaçar,72,72,26,Ceará Sporting Club,Brazil,CAM,2600000,11000,66,68,69,76,31,52,Adult,Average
A. Jung,72,72,30,SV Werder Bremen,Germany,"LWB,CB",2000000,16000,66,60,66,65,72,77,Senior,Average
Iago,72,72,30,Al Shabab,Brazil,CB,1900000,22000,47,30,48,53,72,81,Senior,Average
A. Barnes,72,72,32,Burnley,England,ST,1900000,32000,51,73,68,70,47,79,Senior,Average
I. Pandur,72,79,22,Fortuna Sittard,Croatia,GK,4099999,12000,71,69,62,77,39,69,Young,Average
Anselmo,72,72,33,Al Wehda,Brazil,"CM,CDM,CAM",1400000,18000,66,68,67,71,71,80,Senior,Average
Dener,72,72,30,Al Tai,Brazil,"CM,CDM,CAM",2200000,16000,65,67,68,70,71,80,Senior,Average
Lee Chang Min,72,72,28,Jeju United FC,Korea Republic,CM,2300000,7000,67,67,69,69,61,77,Adult,Average
F. Amuzu,72,78,22,RSC Anderlecht,Belgium,"RM,LM",3800000,14000,89,64,65,74,36,59,Young,Average
A. Vlkanova,72,72,27,FC Viktoria Plzeň,Czech Republic,"CAM,LM,RM",2500000,850,73,64,71,75,33,51,Adult,Average
Matheus Costa,72,75,27,Clube Sport Marítimo,Brazil,CB,2700000,8000,82,33,42,53,72,77,Adult,Average
Timo Triano,72,72,26,Sport Club Corinthians Paulista,Brazil,"CDM,CM",2300000,18000,48,46,67,64,74,68,Adult,Average
E. Akbaba,72,72,29,Adana Demirspor,Turkey,"CAM,CM,LM",2300000,16000,61,73,74,70,57,59,Adult,Average
S. Al Ghannam,72,72,28,Al Nassr,Saudi Arabia,RB,2100000,25000,81,59,69,71,66,70,Adult,Average
G. Kyriakopoulos,72,74,26,U.S. Sassuolo Calcio,Greece,"LB,LM,LW",2700000,20000,67,48,64,71,69,69,Adult,Average
A. Ndao,72,75,25,Antalyaspor,Senegal,"RM,RW",3100000,18000,82,63,66,73,31,54,Adult,Average
