Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
A. Blanco,66,66,34,Sport Boys,Argentina,ST,425000,500,69,64,52,65,45,73,Senior,Average
R. Edwards,66,79,19,Peterborough United,England,CB,1900000,2000,69,30,47,59,66,64,Young,Average
A. Veliz,66,78,18,Rosario Central,Argentina,"ST,CF",2000000,2000,74,66,53,65,20,64,Young,Average
R. Coly,66,68,26,Estoril Praia,Senegal,LB,975000,2000,76,44,56,61,62,72,Adult,Average
R. Schofield,66,73,22,Hibernian,England,GK,1500000,4000,67,62,64,67,30,64,Young,Average
J. Bornstein,66,66,37,Chicago Fire Football Club,United States,"LB,CB,LM",190000,2000,51,54,63,65,68,65,Senior,Average
D. Reasco,66,72,23,Newell's Old Boys,Ecuador,ST,1400000,5000,76,66,54,65,33,74,Adult,Average
A. Yıldırım,66,66,27,SSV Jahn Regensburg,Germany,"RM,CAM",900000,5000,79,63,56,70,23,59,Adult,Average
D. Gissi,66,66,31,Club Atlético Banfield,Switzerland,CB,575000,4000,34,46,58,55,64,78,Senior,Average
A. Katránis,66,71,24,Piast Gliwice,Greece,"LWB,LM",1200000,3000,72,47,59,66,62,67,Adult,Average
Vasco Fernandes,66,66,35,Casa Pia,Portugal,"CB,LB",230000,1000,59,40,56,64,65,68,Senior,Average
K. Luckassen,66,66,28,Rapid București,Netherlands,ST,875000,4000,72,66,44,61,30,76,Adult,Average
L. Evans,66,66,27,Ipswich Town,Wales,"CM,CDM",900000,5000,49,61,66,64,62,76,Adult,Average
A. Nalić,66,72,24,Malmö FF,Bosnia and Herzegovina,"CAM,RW,ST",1400000,2000,79,65,58,69,43,71,Adult,Average
J. Boller,66,73,22,LASK Linz,Germany,CB,1600000,6000,58,46,54,53,64,72,Young,Average
C. Wickham,66,66,29,Forest Green Rovers,England,ST,850000,4000,39,67,61,61,30,67,Adult,Average
Álex Martín,66,75,24,CD Mirandés,Spain,"CB,RB",1800000,2000,45,42,51,46,66,64,Adult,Average
D. Hanslik,66,68,25,1. FC Kaiserslautern,Germany,"ST,LM,RM",1100000,4000,74,64,59,65,25,73,Adult,Average
Ezkieta,66,71,25,Racing Santander,Spain,GK,1000000,2000,65,64,65,66,44,67,Adult,Average
S. Quiroga,66,66,28,Club Atlético Sarmiento,Argentina,"CAM,CM",850000,4000,76,55,65,71,61,58,Adult,Average
Kim Tae Hwan,66,77,22,Suwon Samsung Bluewings,Korea Republic,"RWB,RW",1800000,2000,73,44,55,60,61,73,Young,Average
B. Okoh,66,81,19,FC Red Bull Salzburg,Switzerland,CB,1900000,4000,79,31,53,61,62,72,Young,Average
G. Benítez,66,66,28,Deportivo Táchira FC,Venezuela,"LB,CB",775000,500,69,46,56,60,64,61,Adult,Average
R. Vodišek,66,74,23,Genoa,Slovenia,GK,1600000,1000,68,62,61,69,47,63,Adult,Average
N. Alioui,66,73,23,Le Havre AC,France,"LM,LW,ST",1700000,2000,70,64,62,71,28,57,Adult,Average
D. Michalski,66,70,24,SpVgg Greuther Fürth,Poland,CB,1100000,3000,72,56,55,60,64,79,Adult,Average
X. Kouassi,66,66,32,Pau FC,Côte d'Ivoire,CB,550000,2000,60,51,61,64,65,75,Senior,Average
C. Gustafsson,66,77,22,Kalmar FF,Sweden,CM,1900000,1000,60,48,61,65,56,69,Young,Average
R. Solís,66,73,24,Club Sporting Cristal,Peru,GK,1500000,500,66,69,60,65,40,64,Adult,Average
N. Lomb,66,66,28,Bayer 04 Leverkusen,Germany,GK,600000,10000,68,58,64,70,38,63,Adult,Average
T. Carranza,66,66,30,Sport Boys,Peru,"CM,CDM",825000,500,67,61,61,64,52,61,Senior,Average
A. Diop,66,66,30,Kristiansund BK,Senegal,"CDM,CM",725000,1000,65,61,63,66,60,73,Senior,Average
Zito Luvumbo,66,76,20,Cagliari,Angola,"RM,ST",1900000,1000,80,60,59,70,33,39,Young,Average
B. Folami,66,73,23,Melbourne Victory,Australia,LM,1700000,3000,79,59,57,70,26,64,Adult,Average
A. Walke,66,66,39,FC Red Bull Salzburg,Germany,GK,90000,3000,62,67,69,63,32,72,Senior,Average
M. Silveira,66,76,22,Montevideo Wanderers,Uruguay,GK,1700000,500,57,63,66,65,49,66,Young,Average
L. Pintor,66,75,21,AS Saint-Étienne,France,"RW,LM",1900000,2000,77,65,56,69,27,52,Young,Average
B. Halloran,66,66,30,Adelaide United,Australia,"RM,RW",825000,2000,82,60,60,66,38,63,Senior,Average
S. Pettinari,66,66,30,Ternana,Italy,ST,850000,2000,76,64,55,69,27,72,Senior,Average
A. Uludağ,66,66,31,GZT Giresunspor,Turkey,LB,625000,4000,71,61,61,66,63,67,Senior,Average
M. Paluli,66,66,27,Demir Grup Sivasspor,Turkey,"RB,RWB,RM",825000,5000,71,43,55,66,64,66,Adult,Average
M. Azarkan,66,76,20,Excelsior,Netherlands,"RM,LM",1900000,2000,83,57,54,74,23,53,Young,Average
P. Gartler,66,70,25,SK Rapid Wien,Austria,GK,925000,6000,67,66,65,66,32,66,Adult,Average
M. Jacobs,66,66,30,Portsmouth,England,LM,825000,4000,67,63,66,68,48,58,Senior,Average
J. Navas,66,66,28,Arsenal de Sarandí,Argentina,"RB,RM",775000,3000,71,51,57,63,63,65,Adult,Average
M. Farfan,66,73,23,FC Dallas,United States,"LB,CB,RB",1600000,2000,70,38,51,66,63,68,Adult,Average
D. Albu,66,74,21,FC U Craiova 1948,Romania,"CDM,CM",1800000,3000,71,58,66,64,59,73,Young,Average
E. Giménez,66,72,24,Club Cerro Porteño,Paraguay,"RM,RW",1400000,500,78,62,61,67,43,58,Adult,Average
D. Solomons,66,72,23,Kaizer Chiefs,South Africa,"RB,RW,RM",1300000,500,77,43,48,59,65,69,Adult,Average
Urko González,66,77,21,Real Sociedad,Spain,CB,1800000,6000,50,43,59,52,66,68,Young,Average
B. Verbruggen,66,77,19,RSC Anderlecht,Netherlands,GK,1600000,2000,71,63,65,70,46,57,Young,Average
Arnau,66,78,21,Unión Deportiva Almería,Spain,"CAM,CM,RM",2100000,6000,69,58,67,69,57,53,Young,Average
S. Goss,66,68,26,Motherwell,England,CM,1100000,2000,65,58,67,65,58,71,Adult,Average
M. Lundemo,66,66,28,Lillestrøm SK,Norway,"CM,CDM",850000,2000,55,59,65,66,58,69,Adult,Average
O. Bozanic,66,66,33,Western Sydney Wanderers,Australia,CM,525000,3000,65,63,67,67,65,75,Senior,Average
A. Tofan,66,69,25,Campionii FC Arges,Romania,"RB,RM",1000000,2000,75,44,61,56,60,70,Adult,Average
S. Campo,66,67,26,FC Luzern,Switzerland,CAM,1000000,5000,68,62,68,67,39,57,Adult,Average
Beñat Prados,66,77,21,CD Mirandés,Spain,"CM,CDM",1900000,6000,63,66,66,68,60,49,Young,Average
N. Djurasek,66,71,23,Shakhtar Donetsk,Croatia,"CDM,CM",1200000,500,80,50,61,69,61,69,Adult,Average
T. Richards,66,78,21,Queens Park Rangers,England,"CAM,CM",2100000,12000,73,62,63,68,51,66,Young,Average
Carreira,66,75,21,Villarreal Club de Fútbol B,Spain,RB,1800000,4000,64,40,58,57,62,52,Young,Average
I. Vetokele,66,66,30,KVC Westerlo,Angola,ST,850000,4000,87,64,57,68,34,64,Senior,Average
F. Reynero,66,66,33,Deportivo Ñublense,Chile,"RW,LW,RM",525000,3000,76,62,62,68,35,59,Senior,Average
Z. Kwinika,66,68,28,Kaizer Chiefs,South Africa,CB,850000,500,73,37,53,48,67,65,Adult,Average
V. Kulach,66,66,29,Dynamo Kyiv,Ukraine,ST,850000,500,73,65,51,67,27,61,Adult,Average
O. Käuper,66,70,25,SV Meppen,Germany,"CDM,CM",1100000,950,58,57,61,64,62,65,Adult,Average
J. van den Bergh,66,66,35,Holstein Kiel,Germany,"LWB,LM",275000,4000,67,39,59,58,65,65,Senior,Average
J. Magennis,66,66,31,Wigan Athletic,Northern Ireland,ST,725000,4000,56,65,57,61,50,83,Senior,Average
G. Tanner,66,75,22,Bristol City,England,"RWB,RB,RM",1800000,8000,73,43,53,63,62,69,Young,Average
F. Pacheco,66,72,23,FC Emmen,Peru,"RM,LM",1400000,3000,71,61,62,65,43,73,Adult,Average
De La Fuente,66,73,23,Villarreal Club de Fútbol B,Spain,CB,1600000,2000,57,40,54,57,66,65,Adult,Average
N. Devlin,66,66,28,Livingston FC,Scotland,RB,775000,2000,83,50,55,62,60,79,Adult,Average
O. Lebedenko,66,73,23,CD Lugo,Ukraine,"LB,LWB",1600000,2000,71,44,57,57,62,51,Adult,Average
S. Mulattieri,66,79,21,Frosinone,Italy,"ST,CF",2100000,1000,70,66,57,66,36,61,Young,Average
J. Rankin-Costello,66,75,22,Blackburn Rovers,England,"RWB,RB,LB",1800000,10000,75,54,59,67,64,65,Young,Average
Rafa Mújica,66,75,23,FC Arouca,Spain,"ST,RM,LM",1900000,2000,66,67,59,68,33,66,Adult,Average
T. McNamara,66,66,31,New England Revolution,United States,"CM,CDM",700000,3000,48,65,68,66,53,63,Senior,Average
J. Pereyra Díaz,66,66,31,Mumbai City FC,Argentina,"CF,RM,ST",725000,1000,76,59,61,69,50,65,Senior,Average
T. Baldanzi,66,80,19,Empoli,Italy,"CAM,CF",2000000,2000,72,54,65,71,40,45,Young,Average
J. Davenport,66,74,23,Lincoln City,England,"CDM,CM",1800000,3000,64,42,61,59,62,66,Adult,Average
G. Cortéz,66,71,24,C.D. Universidad Católica del Ecuador,Ecuador,LB,1200000,500,81,47,53,68,58,70,Adult,Average
Juande,66,77,22,Málaga CF,Spain,CB,1800000,2000,64,35,51,50,67,66,Young,Average
Jaume Cuéllar,66,78,20,CD Lugo,Bolivia,"RM,LM",2100000,2000,76,67,59,69,26,53,Young,Average
A. Boljević,66,66,26,Standard de Liège,Montenegro,"RM,RW",925000,5000,77,62,62,67,32,59,Adult,Average
S. Sessegnon,66,77,22,Charlton Athletic,England,"RB,LB",1800000,12000,74,40,58,64,62,59,Young,Average
Saúl Crespo,66,70,25,Odisha FC,Spain,CDM,1100000,500,55,52,61,61,64,75,Adult,Average
C. Klem,66,66,31,TSV Egger Glas Hartberg,Austria,"LB,LWB",625000,3000,75,45,62,64,61,58,Senior,Average
D. González,66,75,20,Universidad Católica,Chile,CB,1800000,2000,62,23,47,47,67,66,Young,Average
S. Rooney,66,68,25,Fleetwood Town,Scotland,"RB,RWB,CB",975000,3000,76,47,60,64,58,85,Adult,Average
J. Nardoni,66,76,19,Unión de Santa Fe,Argentina,CM,1800000,2000,72,57,64,69,55,57,Young,Average
J. Gorenc,66,72,22,KAS Eupen,Slovenia,"CB,RB",1200000,3000,56,31,48,46,66,73,Young,Average
J. Trasante,66,74,23,Club Nacional de Football,Uruguay,"CM,CDM",1900000,500,68,56,57,64,62,73,Adult,Average
R. Klingenburg,66,67,28,1. FC Kaiserslautern,Germany,"CDM,CAM,CF",825000,4000,50,62,61,66,59,80,Adult,Average
D. John,66,67,27,Bolton Wanderers,Wales,"LWB,LB",900000,4000,87,54,60,67,59,64,Adult,Average
Leo Bolgado,66,70,23,Casa Pia,Brazil,CB,1100000,2000,62,38,46,39,69,68,Adult,Average
E. Hussain,66,66,29,Molde FK,Norway,CDM,725000,2000,55,62,65,68,59,65,Adult,Average
J. Espinoza,66,72,23,Chicago Fire Football Club,Ecuador,"RB,RM",1300000,2000,77,38,57,62,63,69,Adult,Average
M. Marconi,66,66,33,Südtirol,Italy,ST,550000,1000,67,65,48,62,35,72,Senior,Average
E. Lombardo,66,69,25,SD Huesca,France,LM,1100000,3000,80,61,59,71,35,46,Adult,Average
Avilés,66,69,24,CD Leganés,Spain,"RM,LM,RW",1200000,3000,71,60,62,67,23,50,Adult,Average
L. Smith,66,66,26,Dundee United,Scotland,"RB,CM",850000,2000,70,46,58,61,62,70,Adult,Average
J. Obiang,66,66,28,Stade Malherbe Caen,Gabon,"LWB,LB",775000,2000,83,52,59,65,60,63,Adult,Average
P. Rommens,66,71,24,Go Ahead Eagles,Belgium,"CM,CDM,CAM",1300000,3000,66,59,70,64,50,61,Adult,Average
G. Anangonó,66,73,24,C.D. Universidad Católica del Ecuador,Ecuador,"RB,CDM,LB",1600000,500,80,53,62,65,60,68,Adult,Average
S. Graves,66,73,23,Randers FC,Denmark,CB,1600000,3000,43,42,56,58,66,73,Adult,Average
C. Früchtl,66,73,22,FK Austria Wien,Germany,GK,1500000,4000,69,65,67,68,24,65,Young,Average
M. Perez,66,66,31,Grenoble Foot 38,France,"CDM,CM",600000,2000,72,52,63,65,62,73,Senior,Average
A. Sauvage,66,67,30,Stade Lavallois Mayenne FC,France,GK,650000,1000,69,67,63,66,44,63,Senior,Average
C. Râpă,66,66,32,Cracovia,Romania,"RWB,CB,RM",600000,3000,73,49,58,58,60,71,Senior,Average
Borja Sainz,66,78,21,GZT Giresunspor,Spain,"LM,RM",2100000,3000,77,52,60,67,38,48,Young,Average
S. Al Brake,66,68,26,Free agent,Qatar,LWB,0,0,79,38,58,62,59,61,Adult,Average
Kim Hyun,66,66,29,Suwon FC,Korea Republic,ST,850000,3000,61,64,51,59,27,75,Adult,Average
M. Pennington,66,68,27,Shrewsbury Town,England,CB,900000,3000,65,33,54,52,66,73,Adult,Average
K. Nkuba,66,76,20,Royal Charleroi S.C.,Belgium,"RM,RWB,ST",1900000,3000,76,58,59,68,60,60,Young,Average
D. Redan,66,77,21,FC Utrecht,Netherlands,ST,1900000,7000,84,64,51,68,22,58,Young,Average
T. Sabitzer,66,74,21,WSG Tirol,Austria,"ST,RM,LM",1900000,7000,75,63,59,69,24,64,Young,Average
Leonardo Lelo,66,70,22,Casa Pia,Portugal,"LWB,LB,LM",1200000,2000,72,53,59,66,63,62,Young,Average
W. Bakhashwain,66,66,32,Al Wehda,Saudi Arabia,"CDM,CM,CB",575000,7000,60,44,58,63,64,75,Senior,Average
R. Ramírez,66,66,32,Independiente Petrolero,Paraguay,ST,700000,500,69,68,61,68,37,68,Senior,Average
T. Vecino,66,73,23,Liverpool Fútbol Club,Uruguay,ST,1700000,500,63,68,58,62,31,53,Adult,Average
J. Hunt,66,66,31,Sheffield Wednesday,England,RWB,625000,4000,68,41,59,64,61,65,Senior,Average
J. Rafferty,66,66,28,Portsmouth,Republic of Ireland,"RB,RWB",775000,4000,66,38,59,61,64,72,Adult,Average
J. Arp,66,75,22,Holstein Kiel,Germany,"ST,RM,LM",1900000,6000,78,64,54,67,31,64,Young,Average
J. Ardaiz,66,73,23,FC Luzern,Uruguay,"ST,RW,LW",1700000,5000,82,64,55,65,23,71,Adult,Average
D. Schad,66,70,25,1. FC Kaiserslautern,Germany,"RB,LB,RM",1100000,4000,82,40,54,62,59,64,Adult,Average
D. Males,66,75,21,FC Basel 1893,Switzerland,"CAM,RM",1900000,11000,77,60,62,67,36,64,Young,Average
K. Minda,66,74,23,C.D. Universidad Católica del Ecuador,Ecuador,"CDM,CB",1800000,500,60,50,58,62,65,71,Adult,Average
M. Otazú,66,67,25,Club Atlético Colón,Paraguay,"LM,LW,LB",1000000,4000,67,67,63,61,60,64,Adult,Average
I. Chetti,66,67,27,Angers SCO,Algeria,LB,900000,6000,69,38,49,62,65,56,Adult,Average
P. Will,66,72,23,SG Dynamo Dresden,Germany,"CDM,CM",1200000,2000,68,50,65,63,62,75,Adult,Average
M. Burch,66,81,21,FC Luzern,Switzerland,CB,2000000,3000,67,43,50,50,67,71,Young,Average
C. Arce,66,67,28,Barracas Central,Argentina,GK,675000,3000,62,65,65,66,27,66,Adult,Average
A. Sánchez,66,73,23,CD Everton de Viña del Mar,Argentina,"CM,RM",1700000,1000,64,50,64,68,61,68,Adult,Average
Q. Daubin,66,69,26,Stade Malherbe Caen,France,"CDM,CM",1000000,2000,54,55,61,62,62,78,Adult,Average
M. Facchinetti,66,66,31,FC Lugano,Switzerland,"LWB,LM",625000,3000,69,54,57,60,62,67,Senior,Average
Satrústegui,66,66,31,Racing Santander,Spain,"CB,LB",575000,3000,72,46,58,57,65,70,Senior,Average
Shim Dong Woon,66,66,32,Seongnam FC,Korea Republic,"CAM,LM",675000,2000,86,59,60,70,42,64,Senior,Average
W. Tchimbembé,66,72,24,En Avant de Guingamp,Congo,"CM,LM,RM",1300000,2000,84,63,64,67,57,59,Adult,Average
J. Sterner,66,76,20,Holstein Kiel,Germany,"RM,CM,LM",1900000,5000,81,43,65,67,61,63,Young,Average
C. Valenzuela,66,66,29,CD Everton de Viña del Mar,Chile,CAM,850000,2000,68,58,70,69,23,39,Adult,Average
P. Pušić,66,74,23,Grasshopper Club Zürich,Switzerland,"CAM,LM,RM",1900000,4000,81,57,62,71,46,53,Adult,Average
S. Brolin,66,79,21,Mjällby AIF,Sweden,GK,1800000,1000,68,65,63,66,24,65,Young,Average
G. Turda,66,71,24,Campionii FC Arges,Romania,CB,1200000,2000,72,34,43,41,66,71,Adult,Average
G. Nilsson,66,70,25,Royale Union Saint-Gilloise,Sweden,ST,1200000,5000,77,64,49,59,29,72,Adult,Average
A. Abdennour,66,66,32,Rodez Aveyron Football,Tunisia,CB,550000,2000,49,53,56,51,66,71,Senior,Average
B. Wood,66,66,29,Real Salt Lake,United States,ST,850000,3000,75,67,57,66,27,67,Adult,Average
S. Rincón,66,66,28,Barracas Central,Colombia,"RM,RB,ST",850000,4000,75,65,58,68,57,62,Adult,Average
K. Lafferty,66,66,34,Kilmarnock,Northern Ireland,ST,425000,3000,42,68,59,63,31,74,Senior,Average
P. Frattali,66,66,36,Bari,Italy,GK,90000,800,65,65,63,66,50,67,Senior,Average
Alex Pérez,66,66,30,CD Lugo,Spain,CB,700000,3000,36,32,46,44,67,69,Senior,Average
M. Risso,66,66,34,Club Nacional de Football,Uruguay,CB,275000,500,36,33,41,41,67,73,Senior,Average
A. Franco,66,72,23,Club Atlético Talleres,Ecuador,"CM,RM",1300000,4000,78,58,59,69,60,67,Adult,Average
J. Torres,66,76,22,Chicago Fire Football Club,Mexico,"CM,RM,LM",1900000,2000,84,66,63,72,52,66,Young,Average
J. Russell,66,76,21,Huddersfield Town,Jamaica,"CDM,CM",1800000,4000,64,58,60,64,63,74,Young,Average
Arturo Molina,66,66,26,Racing Santander,Spain,"RM,CM,CAM",925000,3000,69,62,62,70,52,61,Adult,Average
D. Davis,66,66,31,Forest Green Rovers,England,"CDM,CM",600000,3000,66,60,62,64,62,77,Senior,Average
Lautaro,66,78,21,RC Celta de Vigo,Uruguay,ST,2100000,6000,63,67,46,65,20,59,Young,Average
Joan García,66,78,21,RCD Espanyol de Barcelona,Spain,GK,1800000,3000,65,64,66,65,42,65,Young,Average
S. Careaga,66,77,20,Club Atlético Lanús,Argentina,"CM,CAM",1900000,4000,63,61,66,64,57,53,Young,Average
M. Terrazzino,66,66,31,Lechia Gdańsk,Germany,"CAM,RM",700000,3000,61,59,66,69,34,55,Senior,Average
M. Silva,66,66,33,Real Salt Lake,Uruguay,CB,400000,2000,32,38,52,53,63,80,Senior,Average
B. Jeannot,66,66,30,Stade Malherbe Caen,France,"ST,RW",850000,3000,58,67,57,66,29,59,Senior,Average
D. Mayor,66,66,31,Plymouth Argyle,England,"CM,LW",700000,4000,63,63,66,70,49,67,Senior,Average
G. Stensness,66,73,23,Viking FK,Australia,"CB,CDM",1600000,1000,58,41,53,57,64,79,Adult,Average
S. Çiftpınar,66,67,29,Kasimpaşa SK,Turkey,CB,800000,4000,50,25,40,46,67,70,Adult,Average
K. Mets,66,67,29,FC Zürich,Estonia,CB,800000,5000,48,51,58,58,64,80,Adult,Average
M. Ugalde,66,77,20,FC Twente,Costa Rica,ST,1900000,3000,79,67,53,68,28,49,Young,Average
M. Braunöder,66,80,20,FK Austria Wien,Austria,"CM,CDM",2100000,5000,77,47,66,71,59,60,Young,Average
F. Rodríguez,66,66,27,Club Deportivo Jorge Wilstermann,Bolivia,LB,825000,500,72,28,50,56,62,78,Adult,Average
L. Jutkiewicz,66,66,33,Birmingham City,England,ST,550000,11000,50,63,57,62,40,75,Senior,Average
G. Tello,66,66,29,CD Antofagasta,Chile,"LM,RM",850000,3000,84,63,62,70,23,59,Adult,Average
R. Perticone,66,66,35,Cittadella,Italy,"CB,RB",230000,700,46,42,52,48,64,72,Senior,Average
F. Uviedo,66,69,26,Hermanos Colmenarez,Venezuela,"RB,RWB",1000000,500,70,51,58,61,64,60,Adult,Average
A. Meijers,66,66,34,Sparta Rotterdam,Netherlands,LB,325000,3000,63,55,64,66,64,68,Senior,Average
E. Kastrati,66,71,25,Cittadella,Albania,GK,1000000,750,68,64,59,67,36,66,Adult,Average
J. McCarthy,66,68,26,Wycombe Wanderers,England,"RB,RWB",975000,3000,69,54,59,62,62,76,Adult,Average
V. Sulejmani,66,69,26,FC Ingolstadt 04,Kosovo,"ST,LW",1100000,3000,66,66,56,64,39,71,Adult,Average
F. Rieder,66,67,26,SK Austria Klagenfurt,Austria,LM,1000000,4000,73,53,63,68,49,66,Adult,Average
T. Christensen,66,74,22,Vålerenga Fotball,Norway,"CAM,CM",1900000,2000,71,56,64,69,47,62,Young,Average
C. Blackett-Taylor,66,69,24,Charlton Athletic,England,"LW,LWB,ST",1200000,4000,91,57,55,69,53,68,Adult,Average
Ł. Sekulski,66,66,31,Wisła Płock,Poland,ST,725000,2000,68,64,43,64,26,73,Senior,Average
M. Răduț,66,66,32,FC Voluntari,Romania,"LM,CM,RM",675000,4000,69,62,64,67,52,66,Senior,Average
M. Frantz,66,66,35,1. FC Saarbrücken,Germany,"CM,CDM,CB",350000,2000,53,60,67,67,62,70,Senior,Average
Riki,66,71,24,Albacete BP,Spain,"CAM,CM,LM",1300000,2000,70,62,65,68,48,54,Adult,Average
S. Martínez,66,66,30,Cerro Largo Fútbol Club,Uruguay,"CDM,CM",725000,500,64,50,61,61,63,72,Senior,Average
Kim Yong Hwan,66,66,29,Pohang Steelers,Korea Republic,RB,750000,2000,87,39,58,65,56,68,Adult,Average
I. Machuca,66,75,22,Unión de Santa Fe,Argentina,"RM,LM",1900000,4000,80,54,59,72,40,50,Young,Average
K. Çalhanoğlu,66,78,19,FC Schalke 04,Germany,"LB,LM",1900000,3000,71,51,64,66,59,66,Young,Average
C. Vélez,66,66,29,Delfín Sporting Club,Ecuador,"CDM,CM",725000,500,64,65,60,60,63,68,Adult,Average
A. Jallow,66,71,24,Brescia,Sweden,RB,1200000,1000,77,51,55,64,59,65,Adult,Average
S. Sørli,66,67,26,FK Bodø/Glimt,Norway,RW,1000000,2000,89,57,58,66,52,54,Adult,Average
G. Berggren,66,71,24,Raków Częstochowa,Sweden,"CDM,CM",1200000,3000,54,47,57,58,62,75,Adult,Average
M. Cacutalua,66,67,27,1. FC Magdeburg,Germany,"CB,RB",850000,4000,66,41,47,48,68,65,Adult,Average
P. Stolarski,66,69,26,Pogoń Szczecin,Poland,RB,1000000,3000,83,52,61,64,58,66,Adult,Average
A. Corsi,66,66,33,Cosenza,Italy,"RM,RB,LM",525000,1000,67,59,65,67,64,66,Senior,Average
M. Jarjué,66,72,24,IF Elfsborg,Gambia,CB,1200000,1000,68,35,47,55,64,79,Adult,Average
M. Choinière,66,70,23,Club de Foot Montréal,Canada,"LM,CM,RM",1200000,2000,64,57,63,68,58,54,Adult,Average
Rodrigo Conceição,66,73,22,FC Porto,Portugal,RB,1600000,3000,71,43,49,66,62,63,Young,Average
Cristhian Mosquera,66,82,18,Valencia CF,Spain,CB,2000000,2000,61,39,51,51,67,65,Young,Average
J. Sheehan,66,66,27,Bolton Wanderers,Wales,"CM,CDM",900000,4000,79,55,61,68,61,69,Adult,Average
Xie Pengfei,66,66,29,Wuhan Three Towns,China PR,"RM,LM,CM",850000,6000,81,61,60,65,46,65,Adult,Average
J. Gundersen,66,68,26,Tromsø IL,Norway,CB,925000,2000,55,41,52,58,64,73,Adult,Average
T. Parrott,66,80,20,Preston North End,Republic of Ireland,"ST,RW",2100000,17000,75,64,58,67,44,64,Young,Average
G. Simion,66,71,24,Universitatea Cluj,Romania,"CDM,CM",1200000,2000,77,47,59,61,65,69,Adult,Average
M. Koscelnik,66,67,27,SK Rapid Wien,Slovakia,"RB,RWB",900000,8000,66,51,61,64,62,61,Adult,Average
S. Echeverría,66,66,32,Club Deportivo Jorge Wilstermann,Argentina,"CB,RB",550000,500,58,23,40,38,69,65,Senior,Average
H. Domingo,66,67,26,Mamelodi Sundowns FC,South Africa,CAM,1000000,500,69,57,62,70,29,52,Adult,Average
Adão Morrinhos,66,66,30,Fluminense,Brazil,"ST,CF",850000,7000,67,72,54,65,23,57,Senior,Average
S. Johansen,66,69,26,Motherwell,Norway,CB,1000000,2000,53,31,38,49,65,75,Adult,Average
Renê Santos,66,66,30,Al Raed,Brazil,"CB,CDM",700000,6000,53,42,51,55,65,75,Senior,Average
Y. Armougom,66,71,24,FC Sochaux-Montbéliard,France,"LB,LWB,LM",1200000,2000,78,42,55,65,60,64,Adult,Average
N. Fadiga,66,77,22,Stade Brestois 29,Belgium,RB,1800000,5000,88,49,58,66,59,68,Young,Average
R. Spano,66,67,27,FC Annecy,France,ST,1000000,2000,70,64,56,65,30,57,Adult,Average
R. Janga,66,66,30,CFR Cluj,Curacao,ST,850000,6000,70,64,40,61,27,78,Senior,Average
M. Rodríguez,66,66,32,Club Nacional de Football,Uruguay,GK,425000,500,71,61,72,66,21,70,Senior,Average
M. Montiel,66,69,26,Club Atlético River Plate,Uruguay,"CDM,CM,CB",1000000,500,68,47,60,52,63,70,Adult,Average
Ș. Vlădoiu,66,70,23,Universitatea Cluj,Romania,RB,1100000,4000,89,35,54,59,61,66,Adult,Average
Cris Salvador,66,69,27,SD Huesca,Spain,"CDM,CB,CM",975000,3000,62,51,59,64,65,76,Adult,Average
D. Baumann,66,67,27,FSV Zwickau,Germany,ST,1000000,1000,68,65,53,62,29,72,Adult,Average
J. Ironside,66,66,28,Cambridge United,England,ST,875000,3000,71,65,51,62,41,81,Adult,Average
P. Digby,66,66,27,Cambridge United,England,CDM,800000,3000,47,52,61,57,63,80,Adult,Average
K. Denkey,66,75,21,KSV Cercle Brugge,Togo,ST,1900000,4000,71,67,44,66,24,63,Young,Average
P. Erras,66,67,27,Holstein Kiel,Germany,"CDM,CB",875000,6000,34,42,60,49,62,71,Adult,Average
R. Riski,66,66,32,HJK Helsinki,Finland,"RW,LW",675000,500,76,63,61,68,45,58,Senior,Average
F. Grahl,66,66,30,Club Atlético Central Córdoba,Argentina,"CM,CDM,CAM",825000,4000,67,54,69,67,56,65,Senior,Average
F. Cambeses,66,71,25,Club Atlético Banfield,Argentina,GK,1000000,3000,66,63,63,67,47,64,Adult,Average
A. Antilef,66,73,23,Arsenal de Sarandí,Argentina,"CM,CAM",1700000,3000,85,59,64,73,53,63,Adult,Average
A. Chindriș,66,71,23,AFC UTA Arad,Romania,CB,1200000,2000,69,36,48,47,65,76,Adult,Average
N. Dorgeles,66,80,19,KVC Westerlo,Mali,"LM,ST,CAM",2000000,5000,84,64,59,70,35,52,Young,Average
J. Bonham,66,68,28,Stoke City,Republic of Ireland,GK,725000,7000,67,64,68,66,43,67,Adult,Average
R. Riski,66,66,30,HJK Helsinki,Finland,ST,850000,500,82,66,53,66,41,60,Senior,Average
A. Madu,66,67,28,Al Nassr,Saudi Arabia,CB,800000,10000,42,25,44,39,66,75,Adult,Average
Z. Al Sahafi,66,68,28,Al Taawoun,Saudi Arabia,CB,850000,10000,45,58,55,53,64,75,Adult,Average
G. Mastinu,66,66,30,Pisa,Italy,"CAM,CM",825000,2000,63,64,62,67,35,53,Senior,Average
J. Dacres-Cogley,66,67,26,Tranmere Rovers,England,"RWB,RB",925000,5000,86,50,59,62,56,73,Adult,Average
G. Viscarra,66,67,29,Club The Strongest,Bolivia,GK,650000,500,66,64,60,65,25,66,Adult,Average
